Timestamp,BTC_Volume,CURRENCY_Volume,Daily_Open,Daily_Close,Daily_High,Daily_Low
8/7/16 23:59,15.68665117,9302.382665,567.82,594.83,598.82,562.56
5/11/20 23:59,171.1940445,1473275.642,8956.05,8956.19,9182.97,8181
1/4/17 23:59,270.6043091,301728.0122,1079.28,1079.31,1139.89,1059.73
3/19/19 23:59,92.65904892,370380.0461,3966.94,3966.92,4012.63,3962.12
8/28/19 23:59,138.3427888,1345475.473,10145.5,10145.5,10280.71,9555
3/8/14 23:59,178.7707351,111030.0908,632.79,620,639.79,604.5
12/11/17 23:59,474.6080267,7788436.316,16450,16455.06,17270,15809.19
3/25/14 23:59,93.5064547,54613.20749,585.9,583.77,587.48,568.86
10/5/20 23:59,0.81086714,8750.254482,10678.61,10678.61,10805.82,10656.81
9/6/18 23:59,523.0630931,3391698.421,6413.03,6415.88,6518.22,6330.3
3/15/20 23:59,15.82776205,84725.92146,5416.5,5416.71,5965.77,5173
12/16/18 23:59,63.74015801,203845.7473,3241.45,3241.41,3259.43,3180
11/11/15 23:59,1177.86636,357338.2429,373.48,317,375.61,294
2/6/21 23:59,172.2214305,6765995.737,40311.97,40308.26,41025.48,39115.16
8/11/19 23:59,141.6997537,1633758.348,11403.99,11394,11589.73,11276.41
1/29/19 23:59,101.9786445,346107.8909,3371.77,3373.76,3420,3370.15
12/30/17 23:59,165.9283957,2102454.563,13548.53,13548.5,13578.46,12050
12/28/17 23:59,200.0564236,2879181.499,13906.99,13906.98,14573.05,13523.03
3/4/19 23:59,47.88253648,177006.4218,3709.14,3709.14,3720.4,3680.2
1/10/21 23:59,152.1850365,5817660.529,39549.59,39549.59,40182.67,34322.07
5/12/20 23:59,125.5108282,1105900.955,8762.5,8760.52,8984.87,8651.62
9/26/16 23:59,21.69870861,13130.11915,604.83,604.84,607.27,600.51
11/6/17 23:59,128.9900071,898297.2666,7349,7349,7421.39,6922.07
3/16/17 23:59,176.4451816,208114.404,1227.38,1227.38,1233.13,1130
3/10/20 23:59,0.3362609,2652.241862,8060.62,8055.91,8158.42,7733.99
1/27/18 23:59,158.019282,1798764.163,10949.99,10950,11630.47,10881.99
3/17/14 23:59,296.0239262,184233.4933,634.99,621.11,634.99,619.46
4/29/18 23:59,0.64035055,6013.27226,9268.43,9265.46,9420.4,9198.89
2/11/21 23:59,93.40407085,4473916.954,46512.44,46508.79,48696.84,45890.32
12/24/20 23:59,122.6199868,2906127.303,23223.84,23225,23779.14,23020
11/14/17 23:59,157.4703367,1038500.698,6565,6562.72,6651.97,6466.88
8/18/17 23:59,363.0536185,1497898.234,4313.45,4313.45,4340,3964.96
11/22/18 23:59,159.5771003,679879.3801,4449.22,4449.22,4485,4194.98
8/6/17 23:59,188.4439046,608659.1339,3188.66,3188.66,3294.35,3162.77
8/23/19 23:59,30.45872817,317023.4875,10156.47,10160.47,10479,10118.12
